Abstract,Title
"OVER RECENT YEARS, THE MANUFACTURING INDUSTRY HAS SEEN CONSTANT GROWTH AND CHANGE. FROM ONE SIDE, IT HAS BEEN AFFECTED BY THE FOURTH INDUSTRIAL REVOLUTION (INDUSTRYFOURTH). FROM THE OTHER SIDE, IT HAS HAD TO ENHANCE ITS ABILITY TO MEET HIGHER CUSTOMER EXPECTATIONS, SUCH AS PRODUCING MORE CUSTOMIZED PRODUCTS IN A SHORTER TIME. IN THE CONTEMPORARY COMPETITIVE MARKET OF MANUFACTURING, QUALITY IS A CRITERION OF PRIMARY IMPORTANCE FOR WINNING MARKET SHARE. QUALITY IMPROVEMENT MUST BE COUPLED WITH A CONCERN FOR HIGH PERFORMANCE. ONE OF THE MOST PROMISING CONCEPTS FOR QUALITY CONTROL AND IMPROVEMENT IS CALLED ZERO DEFECT MANUFACTURING (ZDM), WHICH UTILIZES THE BENEFITS OF INDUSTRYFOURTH TECHNOLOGIES. ZDM IMPOSES THE RULE THAT ANY EVENT IN THE PRODUCTION PROCESS SHOULD HAVE A COUNTER-ACTION TO MITIGATE IT. IN LIGHT OF THIS, THE CURRENT RESEARCH DEVELOPED A METHODOLOGY THE MANUFACTURER CAN USE TO CORRECTLY SELECT OR DESIGN APPROPRIATE ZDM STRATEGIES AND EQUIPMENT TO IMPLEMENT AT EACH MANUFACTURING STAGE. THIS METHODOLOGY CONSISTS OF SEVERAL STEPS. THE FIRST STEP IS TO CONDUCT SEVERAL SIMULATIONS USING A DYNAMIC SCHEDULING TOOL WITH SPECIFIC DATA SETS TO DEVELOP A DIGITALTWIN (DT). THE DATA SETS ARE CREATED USING THE TAGUCHI DESIGN OF EXPERIMENTS METHODOLOGY. THE DT MODEL IS CREATED FOR USE IN PREDICTING THE RESULTS OF THE DEVELOPED SCHEDULING TOOL WITHOUT ACTUALLY USING SAID TOOL. USING THE DT, MULTIPLE ZDM PARAMETER-COMBINATION SETS CAN BE CREATED AND PLUGGED INTO THE MODEL. THIS PROCESS GENERATES ZDM PERFORMANCE MAPS THAT SHOW THE EFFECT OF EACH ZDM STRATEGY AT EACH MANUFACTURING STAGE UNDER DIFFERENT CONTROL PARAMETERS. THESE MAPS ARE INTENDED TO PROVIDE INFORMATION FOR COMPARING DIFFERENT ZDM-ORIENTED EQUIPMENT TO HELP MANUFACTURERS REACH A FINAL DECISION ON CORRECT AND EFFICIENT ZDM IMPLEMENTATION OR TO ASSIST IN THE DESIGN PHASE OF A ZDM STRATEGY IMPLEMENTATION. © 2021 THE AUTHOR(S)",A GENERIC METHODOLOGY AND A DIGITALTWIN FOR ZERO DEFECT MANUFACTURING ZDM PERFORMANCE MAPPING TOWARDS DESIGN FOR ZDM
"SMARTMANUFACTURING, AS AN EMERGING MANUFACTURING PARADIGM, LEVERAGES MASSIVE IN-CONTEXT DATA FROM MANUFACTURING SYSTEMS FOR INTELLIGENT DECISION MAKINGS. IN SUCH CONTEXT, CYBER-PHYSICAL SYSTEMS (CPS) PLAY A KEY ROLE IN DIGITIZING MANUFACTURING SYSTEMS AND INTEGRATING MULTIPLE SYSTEMS TOGETHER FOR COLLABORATIVE WORKS. AMONGST DIFFERENT LEVELS OF SMARTNESS AND CONNECTEDNESS OF CPS, DIGITALTWIN (DT), AS AN EXACT DIGITAL COPY OF A PHYSICAL OBJECT OR SYSTEM INCLUDING ITS PROPERTIES AND RELATIONSHIP WITH THE ENVIRONMENT, HAS A SIGNIFICANT IMPACT ON REALIZING SMARTMANUFACTURING. A DT CONSTANTLY SYNCHRONIZES WITH ITS PHYSICAL SYSTEM AND PROVIDES REAL-TIME HIGH-FIDELITY SIMULATIONS OF THE SYSTEM AND OFFERS UBIQUITOUS CONTROL OVER THE SYSTEM. DESPITE ITS GREAT ADVANTAGES, FEW WORKS HAVE BEEN DISCUSSED ABOUT DT REFERENCE MODELS, LET ALONE A GENERIC MANNER TO ESTABLISH IT FOR SMARTMANUFACTURING. AIMING TO FILL THE GAP, THIS RESEARCH INTRODUCES A GENERIC CPS SYSTEM ARCHITECTURE FOR DT ESTABLISHMENT IN SMARTMANUFACTURING WITH A NOVEL TRI-MODEL-BASED APPROACH (I.E. DIGITAL MODEL, COMPUTATIONAL MODEL AND GRAPH-BASED MODEL) FOR PRODUCT-LEVEL DT DEVELOPMENT. THE TRI-MODEL WORKS CONCURRENTLY TO SIMULATE REAL-WORLD PHYSICAL BEHAVIOUR AND CHARACTERISTICS OF THE DIGITAL MODEL. TO VALIDATE THE PROPOSED ARCHITECTURE AND APPROACH, A CASE STUDY OF AN OPEN SOURCE 3D PRINTER DT ESTABLISHMENT IS FURTHER CONDUCTED. CONCLUSIONS AND FUTURE WORKS ARE ALSO HIGHLIGHTED TO PROVIDE INSIGHTFUL KNOWLEDGE TO BOTH ACADEMIA AND INDUSTRIES AT LAST. © 2020 ELSEVIER LTD",A GENERIC TRIMODELBASED APPROACH FOR PRODUCTLEVEL DIGITALTWIN DEVELOPMENT IN A SMARTMANUFACTURING ENVIRONMENT
"NETWORK SLICING HAS EMERGED AS A PROMISING NETWORKING PARADIGM TO PROVIDE RESOURCES TAILORED FOR INDUSTRYFOURTH AND DIVERSE SERVICES IN 5G NETWORKS. HOWEVER, THE INCREASED NETWORK COMPLEXITY POSES A HUGE CHALLENGE IN NETWORK MANAGEMENT DUE TO VIRTUALIZED INFRASTRUCTURE AND STRINGENT QUALITY-OF-SERVICE REQUIREMENTS. DIGITALTWIN (DT) TECHNOLOGY PAVES A WAY FOR ACHIEVING COST-EFFICIENT AND PERFORMANCE-OPTIMAL MANAGEMENT, THROUGH CREATING A VIRTUAL REPRESENTATION OF SLICING-ENABLED NETWORKS DIGITALLY TO SIMULATE ITS BEHAVIORS AND PREDICT THE TIME-VARYING PERFORMANCE. IN THIS ARTICLE, A SCALABLE DT OF NETWORK SLICING IS DEVELOPED, AIMING TO CAPTURE THE INTERTWINED RELATIONSHIPS AMONG SLICES AND MONITOR THE END-TO-END (E2E) METRICS OF SLICES UNDER DIVERSE NETWORK ENVIRONMENTS. THE PROPOSED DT EXPLOITS THE NOVEL GRAPH NEURAL NETWORK MODEL THAT CAN LEARN INSIGHTS DIRECTLY FROM SLICING-ENABLED NETWORKS REPRESENTED BY NON-EUCLIDEAN GRAPH STRUCTURES. EXPERIMENTAL RESULTS SHOW THAT THE DT CAN ACCURATELY MIRROR THE NETWORK BEHAVIOUR AND PREDICT E2E LATENCY UNDER VARIOUS TOPOLOGIES AND UNSEEN ENVIRONMENTS. © 2020 IEEE",A GRAPH NEURAL NETWORKBASED DIGITALTWIN FOR NETWORK SLICING MANAGEMENT
"WITH THE DEVELOPMENT OF INFORMATION AND COMMUNICATION TECHNOLOGY, MASSIVE AMOUNTS OF DATA ARE GENERATED DURING THE ENTIRE LIFECYCLE OF MECHANICAL PRODUCTS. HOWEVER, THEIR ISOLATED AND FRAGMENTED STATE HINDERS FURTHER EMPOWERMENT OF SMARTMANUFACTURING. DIGITALTWINS HAVE ATTRACTED CONSIDERABLE ATTENTION AS THEY ENABLE A USER TO REBUILD ALL ELEMENTS OF A PHYSICAL ENTITY IN A VIRTUAL SPACE, TARGETED AT THE EFFECTIVE FUSION OF DATA FROM MULTIPLE SOURCES WITH DIFFERENT FORMATS, WHILE ITS MODELING METHOD STILL NEEDS FURTHER RESEARCH. IN THIS CONTEXT, WE PROPOSE A NATIVE, FULL-ELEMENT DIGITALTWIN MODELING METHOD FOR MECHANICAL PRODUCTS. THIS ONTOLOGY-BASED METHOD ESTABLISHES A UNIFIED AND COMPUTER-UNDERSTANDABLE MODEL FRAMEWORK FOR MECHANICAL PRODUCTS BY ABSTRACTING THE ESSENTIAL CONTENT AND RELATIONSHIPS OF DATA AND BY STORING THEM IN A GRAPH DATABASE EFFICIENTLY. THE DEVELOPED MODEL COULD SERVE AS A DATA CENTER FOR THE ENTIRE LIFECYCLE OF THE PRODUCT OR COULD BE COMBINED WITH EXISTING DATA MANAGEMENT SYSTEMS, INTEGRATING THE PREVIOUSLY ISOLATED, FRAGMENTED, AND SCATTERED DATA ON VARIOUS PLATFORMS. IN ADDITION, THE MODEL UTILIZES THE STRUCTURAL CHARACTERISTICS OF MECHANICAL PRODUCTS AND IS DEVELOPED AS A HIERARCHICAL DIGITAL MAPPING TO BETTER MEET THE APPLICATION REQUIREMENTS. FINALLY, A CASE STUDY OF A HELICOPTER DIGITALTWIN IS PRESENTED TO VERIFY THE PROPOSED METHOD. © 2021 BY THE AUTHORS. LICENSEE MDPI, BASEL, SWITZERLAND.",A HIERARCHICAL INTEGRATED MODELING METHOD FOR THE DIGITALTWIN OF MECHANICAL PRODUCTS
"FLUID JET POLISHING (FJP) IS AN ULTRA-PRECISION MACHINING (UPM) TECHNOLOGY FOR SUPER-FINE FINISHING OF SMALL AND COMPLEX COMPONENTS. FJP HAS DISTINCTIVE ADVANTAGES COMPARED TO OTHER POLISHING METHODS, INCLUDING HIGH POLISHING ACCURACY, NO HEAT GENERATION, NO TOOL WEAR, APPLICABILITY FOR VARIOUS TYPES OF MATERIALS, AND SUITABILITY FOR VARIOUS FREEFORM SURFACES. NEVERTHELESS, PREVIOUS RESEARCH WORK ON FJP FOCUSES MAINLY ON THEORETICAL MODELLING AND SIMULATION OF THE POLISHING MECHANISMS WITH EXPERIMENTAL VALIDATIONS, A LARGE AMOUNT OF PROCESS UNCERTAINTIES HAPPENED DURING THE POLISHING PROCESS HAVE BEEN OVERLOOKED. THESE UNCERTAINTIES COULD CAUSE VARIATIONS OF THE SURFACE QUALITY OF WORKPIECES IN TERMS OF MATERIAL REMOVAL RATE AND SURFACE ROUGHNESS. RECENT ADVANCEMENTS OF DIGITALTWIN (DT) TECHNOLOGY HAVE SHOWN GREAT POTENTIAL IN ADDRESSING THIS ISSUE. HOWEVER, HIGH-FIDELITY DT FOR FJP HAS NOT BEEN INVESTIGATED TO DATE. IN THIS PAPER, WE PROPOSE A NOVEL HIGH-FIDELITY DT APPROACH FOR THE OPTIMISATION OF FJP PROCESS. FIRST, RELATED RESEARCH ON FJP AND DT IS REVIEWED TO IDENTIFY THE LIMITATIONS OF THE EXISTING APPROACHES. SECOND, WE PROPOSE A CONCEPTUAL FRAMEWORK OF THE HIGH-FIDELITY DT FOR FJP PROCESS. THIRD, THE KEY ENABLING TECHNOLOGIES AND MAJOR CHALLENGES FOR THE DEVELOPMENT OF THE HIGH-FIDELITY DT ARE IDENTIFIED AND DISCUSSED. FINALLY, A CONCEPTUAL APPLICATION SCENARIO OF THE IN-PROCESS CONTROL OPTIMISATION FOR FJP OF FREEFORM SURFACES IS PRESENTED. THIS WORK ATTEMPTS TO INTEGRATE SMARTMANUFACTURING TECHNOLOGIES INTO FJP PROCESS AND WILL CONTRIBUTE TO THE THEORETICAL DEVELOPMENT OF HIGH-FIDELITY DT FOR VARIOUS UPM TECHNOLOGIES. © 2022 THE AUTHORS. PUBLISHED BY ELSEVIER B.V.",A HIGHFIDELITY DIGITALTWIN APPROACH FOR THE OPTIMISATION OF FLUID JET POLISHING PROCESS
"THE CONVENTIONAL COMMISSIONING OF A MACHINE OFFERS NUMEROUS STARTING POINTS FOR THE USE OF MODERN METHODS AND TECHNOLOGIES. WITH VIRTUAL COMMISSIONING, THE CONVENTIONAL SEQUENTIAL WORK TASKS CAN BE PARALLELIZED, WHICH REPRESENTS AN ECONOMIC ADVANTAGE. FOR THE VIRTUAL COMMISSIONING OF MACHINES AND SYSTEMS, AN APPROPRIATE KNOWLEDGE OF AUTOMATION TECHNOLOGY AND PROCESSES IS NECESSARY. THIS INFORMATION CAN BE FOUND IN THE ABSTRACTED IMAGE, THE DIGITALTWIN. THE DIGITALTWIN IS AN APPLICATION-DEPENDENT COMPLEX ENTITY. DRIVE CONTROL IS PART OF SUCH AN APPLICATION. IN THE INDUSTRIAL ENVIRONMENT, PARAMETERIZATION IS USUALLY CARRIED OUT ONCE ON THE BASIS OF EMPIRICAL METHODS DURING COMMISSIONING. KNOWLEDGE AND METHODS FROM SCIENCE AND RESEARCH FOR OPTIMAL ADJUSTMENT ARE RARELY USED. IN THIS PUBLICATION A HOLISTIC APPROACH TO THE IMPLEMENTATION OF THE DIGITALTWIN INCLUDING AUTOMATION TECHNOLOGY OF A SYSTEM WITH AN ELECTROMECHANICAL FEED AXIS AS WELL AS AN APPROACH FOR RECORDING THE INFORMATION NECESSARY FOR PARAMETERIZING THE DRIVE CONTROL IS SHOWN. THE FOCUS IS ON THE ABILITY OF THE DIGITALTWIN TO PROCESS INFORMATION ABOUT THE DYNAMICS OF THE DRIVE SYSTEM. COPYRIGHT © 2020 BY SCITEPRESS – SCIENCE AND TECHNOLOGY PUBLICATIONS, LDA. ALL RIGHTS RESERVED.",A HOLISTIC APPROACH FOR THE DEVELOPMENT OF A DIGITALTWIN FOCUSED ON COMMISSIONING AND CONTROL OF ELECTROMECHANICAL FEED AXES
"THE PAPER PRESENTS A SOLUTION FOR HOLONIC CONTROL OF SMARTMANUFACTURING SYSTEMS, USING A MIX OF DIGITIZATION PROCEDURES THAT CAPITALIZE ON THE POSSIBILITIES OFFERED BY A DIGITALTWIN SIMULATION ENVIRONMENT IN MODELING AND SIMULATING BOTH THE PHYSICAL ENTITIES OF THE INDUSTRIAL PLANT AND OF THE EXECUTION PHASES OF THE PRODUCTION PROCESS. THE MAIN NOVELTY IS THE CREATION OF SOFTWARE ASSETS BY ENCAPSULATING FBS IN HOLON-TYPE CONTAINERS, WHICH CAN BE USED BOTH IN THE DESIGN PHASE AND IN THE PRODUCTION CONTROL PHASE. THE VALIDATION OF THE SOLUTION WAS PERFORMED ON A MECHATRONIC LABORATORY LINE, SPECIALIZED FOR ASSEMBLY AND DISASSEMBLY OPERATIONS. © 2021 IEEE.",A HOLONIC APPROACH OF MANUFACTURING SYSTEMS MODELING AND SIMULATION
"THE EMERGENCE OF ARTIFICIAL INTELLIGENCE (AI) REVEALS NEW OPPORTUNITIES IN INDUSTRYFOURTH ENVIRONMENTS. HOWEVER, THE LACK OF APPROPRIATE DATA AND THE REQUIREMENTS FOR TRUSTWORTHINESS POSE SIGNIFICANT CHALLENGES IN THE APPLICABILITY AND THE EFFECTIVENESS OF AI SYSTEMS IN MANUFACTURING ENVIRONMENTS. ON THE OTHER HAND, INDUSTRYFOURTH ENABLES NEW TYPES OF INTERACTIONS BETWEEN HUMANS AND AI, BUT ALSO BETWEEN DIGITAL AND PHYSICAL WORLDS IN THE CONTEXT OF CYBER PHYSICAL SYSTEMS (CPS). IN THIS PAPER, A HUMAN CYBER PHYSICAL SYSTEM (HCPS) FRAMEWORK FOR OPERATOR 4.0 – ARTIFICIAL INTELLIGENCE SYMBIOSIS IS PROPOSED AND ITS MAIN ARCHITECTURAL BUILDING BLOCKS ARE DESCRIBED. © 2020 SOCIETY OF MANUFACTURING ENGINEERS (SME)",A HUMAN CYBER PHYSICAL SYSTEM FRAMEWORK FOR OPERATOR 40 ARTIFICIAL INTELLIGENCE SYMBIOSIS
"THIS WORK PROPOSES A NOVEL CONCEPT FOR AN INTELLIGENT AND SEMI‐AUTONOMOUS HUMAN-CYBER‐PHYSICAL SYSTEM (HCPS) TO OPERATE FUTURE WIND TURBINES IN THE CONTEXT OF INDUSTRY 5.0 TECHNOLOGIES. THE EXPONENTIAL INCREASE IN THE COMPLEXITY OF NEXT‐GENERATION WIND TURBINES REQUIRES ARTIFICIAL INTELLIGENCE (AI) TO OPERATE THE MACHINES EFFICIENTLY AND CONSISTENTLY. EVOLVING THE CURRENT INDUSTRYFOURTH DIGITALTWIN TECHNOLOGY BEYOND A SOLE AID FOR THE HUMAN DECISION‐MAKING PROCESS, THE DIGITALTWIN IN THE PROPOSED SYSTEM IS USED FOR HIGHLY EFFECTIVE TRAINING OF THE AI THROUGH MACHINE LEARNING. HUMAN INTELLIGENCE (HI) IS ELEVATED TO A SUPERVISORY LEVEL, IN WHICH HIGH‐LEVEL DECISIONS MADE THROUGH A HUMAN–MACHINE INTERFACE BREAK THE AUTONOMY, WHEN NEEDED. THIS PAPER ALSO IDENTIFIES AND ELABORATES KEY ENABLING TECHNOLOGIES (KETS) THAT ARE ESSENTIAL FOR REALIZING THE PROPOSED HCPS. © 2021 BY THE AUTHORS. LICENSEE MDPI, BASEL, SWITZERLAND.",A HUMANCYBERPHYSICAL SYSTEM TOWARD INTELLIGENT WIND TURBINE OPERATION AND MAINTENANCE
"DECISION-MAKING HAS BEEN AN IMPORTANT FIELD OF STUDY IN THE CONTEXT OF INDUSTRIAL MAINTENANCE, AS THE METHODOLOGIES DISSEMINATED IN THIS FIELD AIM TO SUPPORT THE OPERATORS TO CHOOSE THE MOST SUITABLE DECISION FOR THE MAINTENANCE PROCESS. WHEN SUBJECTS RELATED TO INDUSTRYFOURTH (I4.0), DIGITIZATION AND DIGITALTWIN ARE INCLUDED IN THE ANALYSIS, THE COMPLEXITY IN DECISION-MAKING INCREASES DUE TO THE LARGE SET OF VARIABLES THAT ACT DIRECTLY IN THE PROCESS. THUS, IT HAS BEEN NOTED THAT THE MULTI-CRITERIA DECISION-MAKING METHODS (MCDM) ALLIED WITH DIGITALTWIN (DT) CONCEPT HAVE THE POTENTIAL TO INCREASE OPERATIONAL EFFICIENCY TO SELECT THE MOST ADHERENT ACTIONS TO THE PROCESS UNDER THIS SET OF DATA AND VARIABLES. THEREFORE, THIS PAPER AIMS TO PRESENT A NOVEL FRAMEWORK THAT MERGES THE MCDM AND DT CONCEPTS TO SUPPORT THE DAILY TASKS OF DECISION-MAKERS, PERFORMING CRITICALITY ANALYSIS IN DISCRETE MANUFACTURING IN THE CONTEXT OF INDUSTRIAL MAINTENANCE. A FRAMEWORK OF DIGITALTWIN WITH A DECISION SUPPORT LAYER FOR INDUSTRIAL MAINTENANCE IS PRESENTED AND TOOLS ARE HIGHLIGHTED SEEKING THE INTEGRATION OF MULTIPLE CONCEPTS AND TECHNOLOGIES WITH A FOCUS ON IMPROVING THE SHOP FLOOR OPERATION AND, CONSEQUENTLY, FACING AND SOLVING INDUSTRIAL MAINTENANCE DECISIONS. © 2023, THE AUTHOR(S), UNDER EXCLUSIVE LICENSE TO SPRINGER NATURE SWITZERLAND AG.",A HYBRID ARCHITECTURE OF DIGITALTWIN WITH DECISION SUPPORT LAYER FOR INDUSTRIAL MAINTENANCE
"THIS PAPER CONSTRUCTS A DIGITALTWIN SYSTEM OF ROBOTIC ARM ON UNITY3D PLATFORM, SINCE THE DIGITALTWIN SYSTEM NEEDS TO STORE A LARGE AMOUNT OF DATA, WE SELECTED, IN THIS PAPER, A HYBRID DATA STORAGE METHOD BY OPTIMIZING THE DATABASE STORAGE STRUCTURE: ADOPTING A ROW-BASED STORAGE STRUCTURE FOR STORING REAL-TIME DATA AND A COLUMN-BASED STORAGE STRUCTURE FOR STORING HISTORICAL DATA. REAL-TIME DATA IS STORED WITH THE HELP OF SQLITE DATABASE AND HISTORICAL DATA IS STORED WITH THE HELP OF HBASE. EXPERIMENTS ILLUSTRATED THAT WE COULD ACHIEVE THE PRELIMINARY GOAL OF STORING DATA OF DIGITALTWIN SYSTEM IN A REASONABLE AND ACCURATE WAY. © 2022 IEEE.",A HYBRID DATA STORAGE METHOD FOR A ROBOTIC ARM DIGITALTWIN PROTOTYPE
"INDUSTRIAL FIRMS MUST FACE IMPORTANT ENVIRONMENTAL CHALLENGES (GREENHOUSE GAS EMISSIONS, ENERGY EFFICIENCY) AND BUSINESS IMPERATIVES. FOR THIS SECTOR TO ACCOMPLISH A LOWER-COST ENERGY TRANSITION, DIGITALIZATION IS A KEY LEVER. TODAY, THE FOURTH INDUSTRIAL REVOLUTION IS CONSTRUCTING A FORWARD-THINKING FIRST INDUSTRY KNOWN AS INDUSTRYFOURTH, WHICH COMBINES MANY DEVELOPING TECHNOLOGIES TO PRODUCE DIGITAL AND EFFICIENT SOLUTIONS. IN THIS PAPER, WE EXAMINE THE IMPACT OF INDUSTRYFOURTH ON THE EVOLUTION OF A NEW SIMULATION MODELING PARADIGM EMBODIED BY THE CONCEPT OF DIGITALTWIN. TO BEGIN, WE WILL DISCUSS THE INDUSTRYFOURTH PARADIGM, ITS HISTORY, CURRENT STATE OF DEVELOPMENT, AND ITS IMPACT ON THE DEVELOPMENT OF THE SIMULATION MODELING PARADIGM. A NEEDS-BASED APPROACH CAN RESULT IN THE FASTER, DEEPER, AND MORE EXTENSIVE IMPLEMENTATION OF EFFICIENT SYSTEMS. FURTHERMORE, WE PRESENT THE METHODOLOGY'S MULTIPLE CASE STUDIES AND DISCUSS SEVERAL RESEARCH AND DEVELOPMENT PROJECTS INVOLVING THE MODELING OF AUTOMATED INDUSTRIAL PROCESSES THAT HAVE BEEN PRESENTED IN RECENT SCIENTIFIC PUBLICATIONS. THE LACK OF TOOLS, HOWEVER, IS NOT A PROBLEM BECAUSE THE CURRENT GENERATION OF GENERAL-PURPOSE SIMULATION MODELING TOOLS PROVIDES ADEQUATE INTEGRATION OPTIONS. HOWEVER, TO BUILD ON SEVERAL PHYSICAL LEVELS OF THE INTEGRATED MODEL SYSTEM, CLOSE COLLABORATION BETWEEN ACADEMIA AND INDUSTRIAL PARTNERS IS REQUIRED TO DEMONSTRATE INDUSTRY AND SCIENTIFIC COMMUNITY ACCEPTANCE OF THE NEW ANALOG MODELING PARADIGM. ADOPTION AND DEVELOPMENT OF RELEVANT MORALITY IN A NEEDS-BASED PROCESS CAN LEAD TO MORE EFFICIENT INDUSTRIAL AUTOMATION IMPLEMENTATION THAT IS FASTER, DEEPER, AND MORE EXTENSIVE. © 2022 WORLD SCIENTIFIC AND ENGINEERING ACADEMY AND SOCIETY. ALL RIGHT RESERVED.",A HYBRID METHOD INTEGRATING INDUSTRYFOURTHS ENERGY DIGITIZATION
"HYBRID CLASSROOMS HAVE BECOME MORE AND MORE COMMON DURING THE PANDEMIC. DIGITAL TECHNOLOGIES HAVE ACCELERATED THE TRANSITION INTO THE UNIVERSITY OF THE FUTURE. DIGITALTWINS TECHNOLOGY, ONE OF THE TRENDING TECHNOLOGIES RELATED TO INDUSTRYFOURTH, HELPS FACULTY TO CREATE SIMULATION MODELS BASED ON COURSE REQUIREMENTS. UNIVERSITIES ARE STILL FACING THE CHALLENGING ISSUE TO OFFER HIGH QUALITY LEARNING OPPORTUNITIES WITHOUT RISKING PARTICIPANTS' HEALTH. TOWARDS THAT END, THE CURRENT STUDY PRESENTS A HYBRID MODEL UNDER THE TEACHING FACTORY FRAMEWORK CONCEPT THAT HAS BEEN SUCCESSFULLY IMPLEMENTED AND VALIDATED. IN FOUR HYBRID CASE STUDIES, ENGINEERING STUDENTS GUIDED REMOTELY LABORATORY PERSONNEL TOWARDS A SUCCESSFUL MANUFACTURE AND ASSEMBLY OF A CUSTOMIZED PROJECTS ASSIGNMENTS AS WELL AS COMPLETED TRAINING WEBINARS IN THE FIELD OF MAINTENANCE AND COMPUTER AIDED MANUFACTURING (CAM). THE RESULTS SHOW THAT PEDAGOGICAL DIMENSIONS WERE EXTENDED. BESIDES TECHNOLOGY, INNOVATIVE PEDAGOGY, AND LEARNING ENVIRONMENTS, THIS STUDY ADDED TWO CONSTRUCTS: SUSTAINED SUPPORT AND CYBER SAFETY. COLLABORATION IS REQUIRED AT DIFFERENT LEVELS; MEANWHILE, CYBER SAFETY IS HIGHLIGHTED TO ENSURE HEALTHY DIGITAL LEARNING ENVIRONMENTS.",A HYBRID TEACHING FACTORY MODEL TOWARDS PERSONALIZED EDUCATION 40
"THE NEW GENERATION OF SMARTMANUFACTURING TECHNOLOGY ENABLES UPGRADING WITHIN THE MANUFACTURING INDUSTRY, AS WELL AS INCREASE THE COMPLEXITY OF MANUFACTURING SYSTEMS. THE INTEGRATION OF INFORMATION AND ONTOLOGY ACROSS THE FULL LIFE CYCLE OF A PRODUCT INVOLVES MULTI-SCIENTIFIC AND MULTI-DISCIPLINARY DIMENSIONS. IT REQUIRES A DEEP INTEGRATION OF INDUSTRY CHAIN ENTERPRISES IN THE PROCESS OF DOMAIN ONTOLOGY SHARING AND DIGITAL ASSET COLLABORATION TO ACHIEVE AN EFFICIENT “NEW DEMAND → EXISTING ONTOLOGY → INNOVATION → NEW PRODUCT → NEW ONTOLOGY” AGILE MANUFACTURING PARADIGM TRANSFER. A DIGITALTWIN AND ONTOLOGY COLLABORATION FRAMEWORK BASED ON THE INDUSTRIAL INTERNET IDENTIFICATION AND RESOLUTION SYSTEM (I3R SYSTEM) IS PRESENTED IN THIS PAPER. TAKING FLEXIBLE MANUFACTURING SYSTEM (FMS) AS AN EXAMPLE, THE FOUR CORE KEY TECHNOLOGIES REQUIRED IN THIS FRAMEWORK ARE DESCRIBED IN DETAIL: (1) A GENERIC DIGITALTWIN MODELING APPROACH FOR THE FULL LIFE CYCLE OF FMS; (2) ONTOLOGY FOR THE FULL LIFE CYCLE OF FMS; (3) DIGITALTWIN DATA COLLECTION TECHNOLOGY FOR HUMAN-CYBER-PHYSICAL SYSTEM (HCPS) IN SMARTMANUFACTURING; (4) DISTRIBUTED COLLABORATION FRAMEWORK BASED ON I3R. TO ILLUSTRATE IN DETAIL HOW THE PROPOSED METHODS AND TECHNIQUES CAN BE APPLIED IN REALITY, WE SHOW DIFFERENT APPLICATION SCENARIOS BASED ON THE PROPOSED METHODS AND TECHNIQUES IN THE VARIOUS STAGES OF THE FULL FMS LIFE CYCLE. MEANWHILE, THE IMPLEMENTATION METHOD OF THE I3R SYSTEM-BASED DIGITALTWIN COLLABORATIVE PROTOTYPING PLATFORM FOR INDUSTRY CHAIN COOPERATIVE ENTERPRISES IS DISCUSSED, AS WELL AS THE IDEA OF ITS DERIVED TOP-LEVEL APPLICATION. © 2022, THE AUTHOR(S), UNDER EXCLUSIVE LICENCE TO SPRINGER-VERLAG LONDON LTD., PART OF SPRINGER NATURE.",A LIFECYCLE DIGITALTWIN COLLABORATION FRAMEWORK BASED ON THE INDUSTRIAL INTERNET IDENTIFICATION AND RESOLUTION
